ghostnameinfo8,Dahlia Hillford,Dahlia Hirakawa,平川 ダリア
ghostnameinfo9,Cindrella,Homura,炎 
ghostnameinfo10,Conjurer,Conjurer,魔術師
ghostnameinfo11,Soul Snatchers,Soul Snatchers,ソウルスナッチャー
ghostnameinfo12,Azulthundra,Azulthundra,アスルサンドラ
ghostnameinfo13,Nicole Robinson,Nariko Rokuda,六だ なりこ
ghostnameinfo14,Lost Umbrella,Lost Umbrella,紛失した傘
ghostnameinfo15,Lily Keaton,Tsunade Kitamura,北村 綱手
ghostnameinfo16,Brigette & Silvia,Anko & Sumire,あんことすみれ
ghostnameinfo17,Unknown,Unknown,知らない
ghostnameinfo18,April Miles,Arumi Miyamoto,宮本 あるみ
ghostnameinfo19,Fox Demons,Fox Demons,キツネの悪魔
ghostnameinfo20,Darkness,Darkness,暗闇
ghostnameinfo21,Manifest,Manifest,マニフェスト
ghostnameinfo22,Water Girl,Water Girl,水の女の子
ghostnameinfo23,Weeping Doll,Weeping Doll,泣く人形
ghostnameinfo24,Doppleganger,Doppleganger,ドッペルゲンガー
ghostnameinfo25,,,
ghostageinfo0,21 years,21 years,21年
ghostageinfo1,32 years,32 years,32年
ghostageinfo2,65 years,65 years,65年
ghostageinfo3,29 years,29 years,29年
ghostageinfo4,300 years,300 years,300年
ghostageinfo5,20 years,20 years,20年
ghostageinfo6,1000 years,1000 years,1000年
ghostageinfo7,52 years,52 years,52年
ghostageinfo8,45 years,45 years,45年
ghostageinfo9,24 years,24 years,24年
ghostageinfo10,Unknown,Unknown,知らない
ghostageinfo11,Unknown,Unknown,知らない
ghostageinfo12,Unknown,Unknown,知らない
ghostageinfo13,20-22 years,20-22 years,20-22年
ghostageinfo14,Unknown,Unknown,知らない
ghostageinfo15,27 years,27 years,36年
ghostageinfo16,44 & 21 years,44 & 21 years,44年と21年
ghostageinfo17,80 years,80 years,80年
ghostageinfo18,33 years,33 years,33年
ghostageinfo19,100 years,100 years,100年
ghostageinfo20,Unknown,Unknown,知らない
ghostageinfo21,23000 years,23000 years,23000年
ghostageinfo22,Unknown,Unknown,知らない
ghostageinfo23,Unknown,Unknown,知らない
ghostageinfo24,Unknown,Unknown,知らない
ghostageinfo25,,,
ghostcityinfo0,Old Wood City,Old Wood City,古い木の街
ghostcityinfo1,Sweetlake City,Sweetlake City,甘い湖の街
ghostcityinfo2,River Village,River Village,川の村
ghostcityinfo3,Old Wood City,Old Wood City,古い木の街
ghostcityinfo4,Unknown,Unknown,知らない
ghostcityinfo5,Sunflower City,Sunflower City,ひまわり市
ghostcityinfo6,Unknown,Unknown,知らない
ghostcityinfo7,Racoon Village,Racoon Village,アライグマの村
ghostcityinfo8,Sunflower City,Sunflower City,ひまわり市
ghostcityinfo9,Racoon Village,Racoon Village,アライグマの村
ghostcityinfo10,Unknown,Unknown,知らない
ghostcityinfo11,No Particular Place of Origin,No Particular Place of Origin,起源がない
ghostcityinfo12,Unknown,Unknown,知らない
ghostcityinfo13,Sunflower City,Sunflower City,ひまわり市
ghostcityinfo14,No Particular Place of Origin,No Particular Place of Origin,起源がない
ghostcityinfo15,Sunflower City,Sunflower City,ひまわり市
ghostcityinfo16,Sunflower City,Sunflower City,ひまわり市
ghostcityinfo17,Sunflower City,Sunflower City,ひまわり市
ghostcityinfo18,Old Wood City,Old Wood City,古い木の街
ghostcityinfo19,Racoon Village,Racoon Village,アライグマの村
ghostcityinfo20,Some Research Facility,Some Research Facility,どこかの研究施設
ghostcityinfo21,Unknown,Unknown,知らない
ghostcityinfo22,Sweetlake City,Sweetlake City,甘い湖の街
ghostcityinfo23,Unknown,Unknown,知らない
ghostcityinfo24,Unknown,Unknown,知らない
ghostcityinfo25,,,
ghostmoreinfo0,She is the most friendly ghost we have seen. Apparently her twin sister set both of them on fire by accident. When police were investigating they only found Mandy's burnt corpse There were strange marking on the ground suggesting attempted ritual. Till this day Wendy's body is not found. We have tried talking with her soul but she don't want to say anything about that night.,She is the most friendly ghost we have seen. Apparently her twin sister set both of them on fire by accident. When police were investigating they only found Mandy's burnt corpse There were strange marking on the ground suggesting attempted ritual. Till this day Wendy's body is not found. We have tried talking with her soul but she don't want to say anything about that night.,彼女は私たちが見た中で最も友好的な幽霊です。どうやら彼女の双子の妹が誤って両方に火を付けてしまったようです。警察が捜査していたとき、発見されたのは沙織さんの焼死体のみで、地面には儀式の試みを示唆する奇妙な痕跡があった。今日に至るまで香織さんの遺体は見つかっていない。私たちは彼女の魂と話そうとしましたが、彼女はその夜のことについて何も言いたがりませんでした。
ghostmoreinfo1,"She was working as a fisherwomen in sweetlake city. One day, she caught a heavy fish. The net was not very strong and broke under the weight of that fish. She was standing right below it when it fell on her. She was strong but not strong enough to push the fish off her and died as she was not able to breath.","She was working as a fisherwomen in sweetlake city. One day, she caught a heavy fish. The net was not very strong and broke under the weight of that fish. She was standing right below it when it fell on her. She was strong but not strong enough to push the fish off her and died as she was not able to breath.",スウィートレイクシティで漁師をしていた彼女は、ある日、重い魚を釣り上げた。網はそれほど強くなく、その魚の重みで壊れました。網が彼女の上に落ちたとき、彼女は網の真下に立っていました。彼女は強かったですが、魚を押しのけるほど強くはなく、呼吸ができずに亡くなりました。
ghostmoreinfo2,"During a camping with her family, she made friends with a boy. Their friendship was so deep she even shared her secret with him. The boy couldn't hold it for too long and told his family about his new friend. Since that day, Her village was flooded with many visitors making them abandon it. During rainy nights, there is a chance of seeing multiple kuppers out in the open.","During a camping with her family, she made friends with a boy. Their friendship was so deep she even shared her secret with him. The boy couldn't hold it for too long and told his family about his new friend. Since that day, Her village was flooded with many visitors making them abandon it. During rainy nights, there is a chance of seeing multiple kuppers out in the open.",少年は家族とのキャンプ旅行中に彼女に出会った。彼らの友情は非常に深くなり、彼女は自分の秘密を彼に明らかにしました。その後、少年は家族に新しい友達のことを話した。その日以来、彼女の村には多くの訪問者が押し寄せ、村を放棄してしまいました。雨の夜には、野外で複数のカッパを見ることができるチャンスがあります。
ghostmoreinfo3,"Vera was very shy but very beautiful girl. Even with her good looks she always complaint that her face looks ugly in mirrors. She always wore a mask on her face to hide her so called ugly face. One night, she was gone. Never to be seen again. A few days later a masked ghost haunted the city. It is possible that it's her. ","Vera was very shy but very beautiful girl. Even with her good looks she always complaint that her face looks ugly in mirrors. She always wore a mask on her face to hide her so called ugly face. One night, she was gone. Never to be seen again. A few days later a masked ghost haunted the city. It is possible that it's her.",さゆりは美しい女の子でした。彼女はいつも顔にマスクをかぶっていた。ある夜、彼女は家出をしてしまい、誰も彼女の行方を知りません。数日後、街には白い仮面をかぶった幽霊が出没した。彼女だという噂です。
ghostmoreinfo4,"She is a blood sucking vampire preying on men at night. It is not advised to wander around  places where a countlanak is seen. If you manage to plunge a cursed dagger in her back, you can have sex with her. After cumming inside her she will be your beautiful wife.","She is a blood sucking vampire preying on men at night. It is not advised to wander around  places where a countlanak is seen. If you manage to plunge a cursed dagger in her back, you can have sex with her. After cumming inside her she will be your beautiful wife.",彼女は夜に犠牲者を捕食する吸血鬼です。カウントラナックを目撃したままその場所を歩き回らないことをお勧めします。呪われた短剣を彼女に突き刺してセックスすれば、彼女は永遠にあなたの妻となるでしょう。
ghostmoreinfo5,"Mariam wanted to seek out the truth behind the toilet ghost legend. One night, she and her boyfriend stayed at college. Her boyfriend has an idea of having anal sex in the third toilet stall to anger the ghost. She agreed and had sex with him in the stall. After finishing she was cleaning herself in front of the mirror when she saw a girl standing behind her in the mirror. She looked back only to find no one was there. When she looked back an arm came from mirror and drag her inside it.","Mariam wanted to seek out the truth behind the toilet ghost legend. One night, she and her boyfriend stayed at college. Her boyfriend has an idea of having anal sex in the third toilet stall to anger the ghost. She agreed and had sex with him in the stall. After finishing she was cleaning herself in front of the mirror when she saw a girl standing behind her in the mirror. She looked back only to find no one was there. When she looked back an arm came from mirror and drag her inside it.",平川ももえは、有名なトイレの幽霊の背後にある謎を解き明かしたいと思い、ある夜、3階の女子トイレで待ちました。数時間経っても幽霊の気配はなかったので、彼女はカメラの前で彼氏とセックスした。その後、彼女は身なりを整えに行き、ボーイフレンドがカメラに向かって話していると、カメラが故障し始めました。記録されているのは、何かが彼らを攻撃したときの血の凍るような叫びだけだ。
ghostmoreinfo6,"At night, if you hear sweet singing voice in the forest, don't follow it. It's a banshee luring you in her trap. She will use her sweet voice to attract you to her only to change it to screeching sounds and see you suffer while she enjoys riding on your cock. If you use cum water on her and then use a cursed dagger to cut her cloths you can make babies with her.","At night, if you hear sweet singing voice in the forest, don't follow it. It's a banshee luring you in her trap. She will use her sweet voice to attract you to her only to change it to screeching sounds and see you suffer while she enjoys riding on your cock. If you use cum water on her and then use a cursed dagger to cut her cloths you can make babies with her.",夜の森で甘い歌声を聞いたら、その音の出所をたどらないでください。それは被害者を彼女に誘惑するバンシープで、彼らが近づくと、彼女は彼らの顔に金切り声を上げながら彼らとセックスを始めました。彼女の服は彼女のすべての力を与えているので、絶頂水で彼女を倒し、呪われた短剣を使って彼女の服を切ると、彼女は普通の人間のようになります。
ghostmoreinfo7,"She was a cute, mischievous girl. Her friends used to prank villagers as boobjob ghost. They insisted her to join them and try scaring her crush. She agreed and as decided, she was giving a secret boobjob to her crush in the dark. Suddenly he woke up, scaring her. While running she tripped and stumble down the stairs breaking her neck. Since then her soul is wandering looking for a prey to prank.","She was a cute, mischievous girl. Her friends used to prank villagers as boobjob ghost. They insisted her to join them and try scaring her crush. She agreed and As decided, she was giving a secret boobjob to her crush in the dark. Suddenly he woke up, scaring her. While running she tripped and stumble down the stairs breaking her neck. Since then her soul is wandering looking for a prey to prank.",彼女の友達はおっぱいコキ幽霊として村人たちにいたずらをしていました。ある日、彼らは彼女に参加するよう強く勧めました。彼女は同意し、暗闇の中で好きな人におっぱいコキをすることに決めました。 彼は突然目を覚まし、彼女を驚かせた。彼女は急いで家を出ようとしたが、途中で滑って衝撃で首をひねった。その日以来、彼女の幽霊はいたずらの獲物を探しています。
ghostmoreinfo8,I had no idea about her until she attacked my boyfriend. He was able to recognise her instantly. It was his aunt dahlia. She was murdered by Dr. Thomson and her body was never found. With my help he tried to capture her by fucking her ass. He noticed one thing. If you keep a lit candle near you while trying to capture her she will take over you if you are out of stamina. It could be because she recognise him but she left without ripping off his penis.,I had no idea about her until she attacked my boyfriend. He was able to recognise her instantly. It was his aunt dahlia. She was murdered by Dr. Thomson and her body was never found. With my help he tried to capture her by fucking her ass. He noticed one thing. If you keep a lit candle near you while trying to capture her she will take over you if you are out of stamina. It could be because she recognise him but she left without ripping off his penis.,彼女が私のボーイフレンドを攻撃するまで、私はこの幽霊のことを知りませんでした。ある夜、彼が寝ているときに奇妙な音を聞きました。ぽ...ぽ...ぽ...彼が目を覚ますと、彼女はまさに彼のベッドの上で彼のペニスをとても激しくしゃぶっていました。よく見ると、それはダリアおばさんであることがわかりました。近くに火のついたロウソクを立てて彼女を追放しているときにスタミナがなくなったら、彼女は逃げる代わりに引き継ぐだろう、と彼は私に言いました。
ghostmoreinfo9,Her parents died when she was little. Since then she lived in an old shack in the marshy lands near village outskirt. On her 20th birthday she heard her parents calling her name from marshy land. She saw shimmering lights far into the land and follow it. She was never seen after that day but villager claim to have seen one extra flame roaming the marshy lands.,Her parents died when she was little. Since then she lived in an old shack in the marshy lands near village outskirt. On her 20th birthday she heard her parents calling her name from marshy land. She saw shimmering lights far into the land and follow it. She was never seen after that day but villager claim to have seen one extra flame roaming the marshy lands.,彼女の家族は村人から疎外されていたため、村郊外の湿地に住んでいました。親の死後、彼女は輝く光の球が自分の名前を呼んでいるのをよく見ました。ある日、彼女は音を追って二度と姿を現さないことを決心した。その日以降、人々は湿地で炎が燃えているのを目撃したと報告しました。
ghostmoreinfo10,Do not be fooled by conjurers outfit. She is thousands of years old mage. She is harmless but milk dry her prey's balls leaving them in weak state. The more cum she collects the more powerful she becomes. She often changes entrance of a place to torment her prey.,Do not be fooled by conjurers outfit. She is thousands of years old witch. She is harmless but milk dry her prey's balls leaving them in weak state. The more cum she collects the more powerful she becomes. She often changes entrance of a place so it will lead her prey to her.,彼女は何千年も生きている魔術師であると言われています。彼女は精液を集めるのが大好きで、たくさん集めれば集めるほど、より強力になります。彼女はしばしば被害者をテレポートさせて嘲笑します。
ghostmoreinfo11,These are souls wandering around the earth asking a question to their victim. They will ask if 'You are rei?'. If you answer her question then she will engage in sexual activity and if her face is smear with cum afterwards then you will become a ghost like her. They have different weakness depending on the color of their flame. It's general knowledge you have to plunge a dagger before a ghost begins a hunt but she is an exception.,"These are souls wandering around the earth asking a question to their victim. They will ask if 'You are rei?'. If you answer no they will make you ghost like them. But if you say yes, they will have sex with you until you die and become ghost like them. Best way to answer their question is just telling them your name.",これらのさまよう魂は犠牲者に一つの質問をします、ヨウ・レイ？あなたが彼女の質問に答えると、彼女は性的行為に従事します。彼女の顔があなたの精液で覆われたら、あなたは彼女のように幽霊になります。赤みを帯びた炎を上げて呪われた短剣で彼女を攻撃するヨウ・レイ？を目撃した場合は、放っておいてください。次回、彼女はあなたに性的好意を与えるでしょう。
ghostmoreinfo12,"Azulthundra is younger sister of thunder girls duo. She is on a mission to hunt the man who has some ring of some sort. while her elder sister is focused on her work, she takes time off to engage in sexual activity with humans. although they are not ghosts, they interact with ghost hunting tools. To stop them one must shove a special rope up there ass and keep their nipples busy while banishing them so they won't use their special powers to escape.","As I have told earlier, you fuck the younger sister and lure in the elder sister to Masuo’s apartment. Drop a special rope inside and lock the door once you see her entering the apartment. Ryoko will give you 5000 coins for this task and a special light source so you can fuck Dr. Blight’s rock hard ass.",妹のアズルサンドラは、首謀者に関する情報を知るために人間を攻撃することで知られていますが、姉は自分の任務だけに集中しています。彼らは幽霊ではありませんが、他の幽霊と同じように道具に反応します。
ghostmoreinfo13,"I remember seeing this girl often at karaoke world. One day she didn't appear and I heard about a suck-ass-bee haunting her favorite booth. It turn out to be her. Someone must have put a curse on her to turn her into that demon. If you have sex someone while in presence of a suck-ass-bee, it seem to arouse her so much that she reaches her final form. At this form, the cum water no longer affects her. Your only option will be to run away or submit to her will.",If you have sex with recruit for 2 minutes without any interruption she will show up in her final form. You might not catch her in this form.,この女の子をカラオケの世界で見たのを覚えています。ある日、彼女は姿を消し、彼女のお気に入りのブースに夢魔が出没します。それは彼女であることが判明した。誰かが彼女に夢魔の呪いをかけたに違いなく、彼女は最初に見た相手との交尾に失敗した。夢魔の存在の中でセックスすると、彼女は本当の姿に変身します。精液水に強い。
ghostmoreinfo14,"If you frequently forget your umbrella anywhere on purpose, it will take form of a girl or boy wrapped in a cloth and follow you around. It wanted to be loved so it will pretend to be your spouse. If you accept it, it will stick around with you until 5 years. But if you reject it then prepare to keep running away from it for next 5 years. If you knock it down and refuse to have sex with it a couple of times, it will take of it's cloths and weep in the room they haunted.","If you frequently forget your umbrella anywhere on purpose, it will take form of a girl or boy wrapped in a cloth and follow you around. It wanted to be loved so it will pretend to be your spouse. If you accept it, it will stick around with you until 5 years. But if you reject it then prepare to keep running away from it for next 5 years. If you knock it down and refuse to have sex with it a couple of times, it will take of it's cloths and weep in the room they haunted.",
ghostmoreinfo15,"She was an antique collector. Often visited everything store looking for something to add to her collection. One day, she stumble upon a mysterious photo frame. When she looked into eyes of the girl in the portrait, she felt like it was looking right into her eyes. She bought the portrait and took it home. Next day, she vanished but the portrait girl was replaced by her.","She was an antique collector. Often visited everything store looking for something to add to her collection. One day, she stumble upon a mysterious photo frame. When she looked into eyes of the girl in the portrait, she felt like it was looking right into her eyes. She bought the portrait and took it home. Next day, she vanished but the portrait girl was replaced by her.",
ghostmoreinfo16,From past report I could conclude Brigette was one of Dr. Thomson's victim. Her soul wanders around since the day she was disappeared If you are feeling sick you better not find yourself alone in the room or she will pay you a visit. People say Sylvia was murdered by Dr. Thomson too but I have my doubts. I'm yet to venture that sex room and some other barred rooms. Maybe I will find something interesting there.,From past report I could conclude Brigette was one of Dr. Thomson's victim. Her soul wanders around since the day she was disappeared If you are feeling sick you better not find yourself alone in the room or she will pay you a visit. People say Sylvia was murdered by Dr. Thomson too but I have my doubts. I'm yet to venture that sex room and some other barred rooms. Maybe I will find something interesting there.,
ghostmoreinfo17,My grandfather told me a story from his past. He moved in sunflower city for work. While returning from work he often saw a lady selling cookies and saki in a tray. She didn't had many customer so my grandpa suggest if she would smile if will attract more customers to her. Many days past he never saw that woman. One of his colleague told him she used a knife to carve a smile across her cheek. Someone took her to hospital but never seen her here again.,My grandfather told me a story from his past. He moved in sunflower city for work. While returning from work he often saw a lady selling cookies and saki in a tray. She didn't had many customer so my grandpa suggest if she would smile if will attract more customers to her. Many days past he never saw that woman. One of his colleague told him she used a knife to carve a smile across her cheek. Someone took her to hospital but never seen her here again.,
ghostmoreinfo18,She confronted her boyfriend for cheating on her with another girl. During there quarell he pushed her under an oncoming truck. It split her body into half. Before dying she sworn to take her revenge on anyone having multiple sex partners.,She confronted her boyfriend for cheating on her with another girl. During there quarell he pushed her under an oncoming truck. It split her body into half. Before dying she sworn to take her revenge on anyone having multiple sex partners.,
ghostmoreinfo19,It is a demon that can transform into many animals. They are usually harmless but like to pull a prank on someone travelling at night by casting illusion on them. There were so many sighting in the jungle near my college and Old Wood city. But over times there numbers is declining.,It is a demon that can transform into many animals. They are usually harmless but like to pull a prank on someone travelling at night by casting illusion on them. There were so many sighting in the jungle near my college and Old Wood city. But over times there numbers is declining.,
ghostmoreinfo20,It's a vile entity consuming any light around it. She hates any woman with hefty bosoms and attack them with men she has under her control. It is said she escaped from some secret research facility. Nothing much is known about her.,It's a vile entity consuming any light around it. She hates any woman with hefty bosoms and attack them with men she has under her control. It is said she escaped from some secret research facility. Nothing much is known about her.,
ghostmoreinfo21,"A woman used this demon to expose her cheating husband. At night she let this demon have sex with him. During the act, that demon turned into her sister confirming that he has sex with her sister earlier. She began to beat her husband relentlessly. In this commotion she forgot to put that demon back in the vial so it escaped away to freely roam the world. This demon takes form of anyone or anything you last had sex with.","A woman used this demon to expose her cheating husband. At night she let this demon have sex with him. During the act, that demon turned into her sister confirming that he has sex with her sister earlier. She began to beat her husband relentlessly. In this commotion she forgot to put that demon back in the vial so it escaped away to freely roam the world. This demon takes form of anyone or anything you last had sex with.",
ghostmoreinfo22,She was created after a strange rainfall in Sweetlake city about a hundred years ago. People seen silhouette of a girl on their windows. Some claim to have slept with them at night.,She was created after a strange rainfall in Sweetlake city about a hundred years ago. People seen silhouette of a girl on their windows. Some claim to have slept with them at night.,
ghostmoreinfo23,She was a vessel used by conjurer to freely roam the earth. After she got her body back some essence of her still resides in that doll. Keep your light on the this doll to keep it away from you. It's really fast. Once it catch you it will snap your cock after sex.,She was a vessel used by conjurer to freely roam the earth. After she got her body back some essence of her still resides in that doll. Keep your light on the this doll to keep it away from you. It's really fast. Once it catch you it will snap your cock after sex.,
ghostmoreinfo24,I don't have much information about this entity. It takes form of it's prey before engaging in sex. One can say it's becomes your ideal sex partner.,I don't have much information about this entity. It takes form of it's prey before engaging in sex. One can say it's becomes your ideal sex partner.,
ghostmoreinfo25,,,
contact1,Me,Me,当方
contact2,My Mentor,My Rival,私の先生
contact3,My Assistants,My Love & Rival 2,私のアシスタント
contactname1,Tess Foster,Tatsuka Fujimori,藤森たつか
contactname2,Rebecca Spencer,Rumia Shirogane,白金るみあ
contactname3,Mac & Harleen,Masuo & Hinata,ますおくんと冬月さん
contactinfo1,I come next in line to help people get rid of ghosts.,I never caught a single ghost in my life. I only use my robot for investigation.,私は幽霊に対処するために列の次に来ます。
contactinfo2,My mentor! She haven't failed a single investigation in her life.,She is far superior at catching ghost. Maybe the best we got.,私の先生！彼女は人生で一度も契約に失敗したことはありませんでした。
contactinfo3,They sometimes help me catch a ghost.,Even they can risk fucking in a haunted place without getting caught.,時々、彼らは私が幽霊を捕まえるのを手伝ってくれます。
titledonate,Donations,Donations,寄付
doner1,Annie – 41.9k Coins,Ayako – 41.9k Coins,木村あやこ - 41.9kコイン
doner2,Mac - 2.6k coins,Masuo - 2.6k coins,川村ますお – 2.6kコイン
doner3,Harleen - 200 coins,Hinata - 200 coins,冬月ひなた – 200コイン
doner4,Tom Foster – 7.8k coins,Tomoya Fujiwara – 7.8k coins,藤森ともや – 7.8kコイン
doner5,Liz - 800 coins,Liz - 800 coins,レニュシュカ – 800コイン
doner6,Elliot - 700 coins,Ito - 700 coins,伊藤 – 700コイン
doner7,Rose - 5 coins,Akahana – 5 coins,あかはな – 5コイン
doner8,Judy Shepherd – 2.1k coins,Junsa Shishime – 2.1k coins,志々目 じゅんさ – 2.1kコイン
doner9,Ted - ,Taichi - ,たいち - 
doner9a, coins, coins,コイン
carconfirm,Confirm,Confirm,確認する
carclear,Clear,Clear,クリア
cardnum,Card Number,Card Number,カード番号
cardnumber,XXXX XXXX XX53 BAG3,XXXX XXXX XX53 BAG3,XXXX XXXX XX53 BAG3
cardate,YY/MM,YY/MM,YY/MM
carddat3,23/05,23/05,23/05
carpin,Pin,Pin,暗証番号
carpin2,****,****,****
carname,Card Holder Name,Card Holder Name,人名
cardname2,Ted,Taichi,たいち
cardadddonat,Add Donations,Add Donations,寄付を追加する
