ID,English,Others,Japanese
judyvicf31e, months. Is he not looking for me? Fuck it then! Pound me all you want. I don't care any more., months. Even my husband didn't fucked me this much in his entire life.,か月間犯されました。私の夫でさえ私をこれほど犯したことはありません。
judyvicf31f," year now. I've forgotten about my husband, my house. You have to drop me there after we are done", years. I'm questioning if I should go back home or to your place.,年間犯されてきました。私の夫でさえ私をこれほど犯したことはありません。
judyvicf31f1,many,many,何年も犯
judyvicf321,"Yeah, your ass is so great, I can’t stop pounding it.","Yeah, your ass is so good, no one would like to stop pounding it.",ほんとに！こんな優しいお尻を無駄にするなんて、彼はバカだよ。
judyvicf32a,"Come on, it's been only few minutes. You will get use to it.",Don’t worry I can still go on for hours. Keep your hips moving.,ほんとに！こんな優しいお尻を無駄にするなんて、彼はバカだよ。
judyvicf32b,"Come on, you have stayed here this long. Just a little longer. I promise I will cum soon.",What! Come on I’m not even close yet.,ほんとに！こんな優しいお尻を無駄にするなんて、彼はバカだよ。
judyvicf32c,What? I lost track of time. Well... can't blame me. Anyone fucking your wonderful ass would.,Don’t pick it up! You deserves some time off and enjoy getting your ass pounded.,ほんとに！こんな優しいお尻を無駄にするなんて、彼はバカだよ。
judyvicf32d,It's a little trick I picked during my adventure. I can pass on it to you if you let me cum in your pussy.,"I got this skill during one of my adventure. If you let me cum inside you, you could have it for few days.",ほんとに！こんな優しいお尻を無駄にするなんて、彼はバカだよ。
judyvicf32e,See... I told you will gonna enjoy it. Even if it took months but you are loving it.,You only need to think about my dick at the moment. I'm sure no one opened you up like this before.,ほんとに！こんな優しいお尻を無駄にするなんて、彼はバカだよ。
judyvicf32f,"Sure but... from now on whenever he is having sex with you, you're gonna think about this pounding.","Well, you could come home with me but I lived with your daughter. She will be upset with you.",ほんとに！こんな優しいお尻を無駄にするなんて、彼はバカだよ。
judyvicf331,Easy for you to say. It’s my ass that is getting sore from all this pounding.,Easy for you to say. It’s my ass that is getting torn open for hours.,うーん...もしかしたら私の尻はあなたに犯される運命にあったのかもしれません。
judyvicf33a,It's easy for you say. I’m the one who is getting torn open in the ass.,"Yes, I will. Please fill my inside with your cock.",うーん...もしかしたら私の尻はあなたに犯される運命にあったのかもしれません。
judyvicf33b,Alright. But I'm only staying here until sunset. After that I'm going home.,I'm sorry... but it's my first time being first this long. I need some time to get used to it.,うーん...もしかしたら私の尻はあなたに犯される運命にあったのかもしれません。
judyvicf33c,Well I.... Ummm... You.... Thank you for the compliment.,"Yes, I will put it on silent. But he will be worried sick about me.",うーん...もしかしたら私の尻はあなたに犯される運命にあったのかもしれません。
judyvicf33d,No! That hole is off limits to everyone else but my husband. Oh... why I'm cumming even when I'm getting fucked in ass.,I would love to but it's my risky day today. You will get me pregnant if you cum inside me.,うーん...もしかしたら私の尻はあなたに犯される運命にあったのかもしれません。
judyvicf33e,Even my husband haven’t fucked me this much in my entire life.,"Yes, please fuck me harder. My ass is all yours.",うーん...もしかしたら私の尻はあなたに犯される運命にあったのかもしれません。
judyvicf33f,You're right. Please come to house in the afternoon everyday. We will have a lot of anal sex.,My daughter lives with you? She never contact us since the day she left. Do you fuck her too? Who do you like the most?,うーん...もしかしたら私の尻はあなたに犯される運命にあったのかもしれません。
judyvicf41,Oh dear! My husband is right around the corner talking to someone. Please let's go somewhere else.,Oh dear! My husband is right around the corner. I need to hide my face.,ああ、私の夫はすぐ近くにいます。お願いです、どこかへ行きましょう。
judyvicf42,"Relax! He won't come this way. Besides it was your idea to have sex here. Now, let me focus.","Relax! He won't come this way. Even if he finds out, I don't think he will mind as it makes you happy.",リラックスしてください。彼はこちらには来ません。それに、家の近くでやりたいと思ったのはあなたです。
judyvicf51,I don't know how I'm gonna get back home after this. My husband will be home soon.,I don't wanna be seen by anyone after this. I don't want anyone to see me like that.,夫に何て言えばいいのかわかりません。彼は私を裸で歩き回る変態だと思うでしょう。
judyvicf52,"Well, I can make an exception. How about I fuck you at your home. You don't have to worry about walking naked on streets.",Okay... then how about I fuck you in your house. I mean your daughter's room must be empty.,そうですね、あなたには例外を設けます。あなたの家の中でセックスしましょう。
judyvicf53,What! We will definitely get seen by my husband at home. His heart will break after seeing me like this.,Right... Why don't you bring to the house? We will have a threesome.,いいえ...彼は間違いなく他の部屋から私たちの声を聞くでしょう。
judycivf61,Hey! How did you managed to get back home last time? You mentioned your husband caught you sneaking inside the house.,"Junsa, I heard your husband saw you coming home naked. He didn't say anything to you.",前回どうやって家に帰ることができましたか？あなたがこっそり中に入るのを夫に見られたと言っていましたよね？
judycivf62,He is not aware of this show. So I was able to convince him with a fabricated story.,I told him I tripped fell on a huge rod covered in cum. It ripped my pants and went inside my ass. He believe all of it.,彼はこの番組を見ないので、捏造された話で彼を説得することができました。
judycivf71,What’s with that lewd face? People will think you are a perverted lady who likes it in the ass.,Keep up that lewd face. People love it when see a girl enjoying it in the butt.,あなたのエロ顔を見てください。人々はあなたをアナルセックスが大好きな変態だと思うでしょう。
judycivf72,"Yes, I’m a pervert. I feel happy when your cock reaches deep inside my ass.",It feels good when your cock reaches deep inside my ass. Call me a pervert if you want but I can't get enough of it.,はい、私は変態です。あなたがあなたのチンポを私の中に押し込むと私は幸せを感じます。
judycivf73,Let me do it in your pussy. I promise I will pull out before cumming.,Ohh... I wanna fuck your pussy now. If I get you pregnant we will take care of the baby together.,それならあなたのオマンコでやらせてください。射精する前に抜くことを約束します。
judycivf74,"I will let you use it if you keep up such good work. For now, focus on my butt.",I guess... Azusa will love to have a sister but I'm not ready yet.,いいえ、まだです。すぐに家に招待します。そうすれば一晩中セックスできます。
judycivf81,Can you let me go home with my cloths? I promise I will invite some day for more anal sex.,Please let me go home with my cloths on? I have to spend our savings to get new cloths for me.,服を着たまま家に帰らせてください。いつでも来て、私のお尻をファックできると約束します。
judycivf82,"Well, I there is no way I would miss to fuck such great ass, so... I will make an exception.","Well... since you are being such a good girl, I'll let you go home with your cloths.",なんと！これほど良いオファーがあるのに、例外を設けてもいいのです。
judycivf91,I saw my daughter on one of your episode. Have you seen her face while you were banging her. I can tell she love you.,I saw you have been banging my daughter too. Umm... be honest. Who's ass do you like the most?,私の娘があなたのエピソードの 1 つに登場します。あなたが彼女とセックスするときの彼女の顔を見たことがありますか?彼女はあなたに恋をしています。
judycivf92,"Huh, who? I have fucked so many girls on this show. Can you tell me her name?",That's a difficult question. I love to fuck both of your asses but... I think I enjoy yours much more.,あずさ?いいえ、彼女は私の番組の視聴率を上げるためだけだと言いました。
judycivf93,I know you will take good care of her. Together we will have plenty of sex.,I'm delighted to know. Well... if you marry my daughter you get to fuck both of us at same time.,信じてください、私は彼女が何を望んでいるのか知っています。私は彼女の母親です。残念だ、私は彼女の将来の夫に犯されるのが大好きだ。
judycivf101,It will be so embarrassing for my children to see me doing lewd stuff with someone else.,I don't what my daughters will think of me when they see me enjoying another man's cock.,どこの大学に通っていますか?そこに就職する予定です。
judycivf102,"Don't worry, all of your new episodes are broadcasted outside of this region. No one from your family could see these episodes.",I don't know why don't to come to my place and ask her yourself while I plowed both of you.,それは素晴らしいニュースです!一日が終わったら毎日あなたとセックスできます。
judynewintro1,"Hello, Mam. Can I talk to you for a second?","Hello Mam, can I fuck your ass after a poker game?",こんにちは、ちょっと話してもいいですか？
judynewintro2,Oh my! You are from 'Butt Sex Poker' show. Does this mean I'm selected for today's show?,Oh My! You are from 'Butt Sex Poker' show. Am I selected for today episode? And I get my ass fucked for free if I lose right?,私はあなたを知っています!あなたは「バット セックス ポーカー」ショーの出身です。私は今日のショーに選ばれましたか?
judynewintro3,Yes! If you win you will get 1000 coins. But if you lost you will have to let me fuck your butt and then walk home naked.,"Yes, but you have to walk home naked after that. But if you win you get 1000 coins.",はい！勝てば 1000 コインを獲得できます。しかし、負けたら、私はあなたのお尻を犯します、そしてあなたは裸で歩いて家に帰らなければなりません。
judynewintro4,I don't know. I haven't played poker in a while but... I don' t think I play that bad so I accept.,I am not good at playing poker but I can try to get free ass pounding. Let's play!,うーん...しばらくポーカーをプレイしていないのですが...負けないと思うので、プレイしましょう。
judywonintro1,"Hey! Remember me? I knew you would come here. Did you find any participant? If not, I would love to play again.","Hey, do you remember me? Do you find any participant. If not I would love to play again.",こんにちは！あなたがここに来ることは知っていました。遊んでくれる人は見つかりましたか?もし見つからなかったら、もう一度遊んでもいいですか?
judywonintro2,"Well, I was actually looking for you. I wanna fuck your ass before I could ever think of finding a new participant.","Well, I was looking for you. I let you win last time as I was suppose to be somewhere else. Now I got plenty of time.",あなたを探していました。あなたのことを考えると夜も眠れませんでした。
judywonintro3,Hehe... I'm sorry but you have to keep lusting after me cause I don't plan on losing.,"Yeah, I thought so. I won too easily. Hope you win this time as I feel it's the right thing let you win.",ふふ…私が負けるつもりはないから、あなたは私に欲情し続けなければなりません。
judywonexintro1,Were you looking for me? I wanna thank you. My husband really loved the gift I bought from the money I won.,"Hello, were you looking for me? My husband loved the gift I  bought for him from the money you gave me. ",私を探していたのですか？前回くれたお金に感謝したいです。
judywonexintro2,Well I usually don't repeat participants but... That ass! It's the best one I had in my life. So... let's play!,I know it's win win situation for you. Win and get 1000 coins. Lose and win a free ass pounding. So...,まあ...私は参加者を繰り返しませんが、そのお尻!それについては例外を作ることができます。プレイしましょう!
judywonexintro3,Hmmm.... Don't worry if I win I will invite you to join us for dinner. But if you win my ass is yours for the whole day.,In that case let me make it fair for you. If I win I will invite you for dinner. Can we play now?,本当に！また遊ばせていただき、本当にありがとうございました。
judylostintro1,Hey! I was looking for you. Wanna give me chance to ram your ass again?,There you are! I wanna ram your ass really bad so let me win the game okay.,おい！君を探してたんだ。もう一度君のお尻をファックするチャンスをくれないか？
judylostintro2,"Don't say it like that! People with think I love to get fucked by you. Okay, let's play.",What! Then people will think I'm some kind of pervert who loves anal sex. I will act like I'm trying to win but lost. Let's play!,シーッ...大声で言わないでください!人々は私があなたに犯されるのが大好きだと思うでしょう。うーん...分かった。遊ぼう。
judyasssaved1,That was close! I could never imagine another man inside of me.,Oww.... that was so close. You almost had my ass.,それは間近でした!私の中に別の男がいるなんて想像できませんでした。
judyasssaved2,Good heavens! I thought today you would fuck my ass but it’s saved.,(Whispering...) Come on! Try harder... Don't you wanna fuck my tight ass?,ああ...今日はあなたが私を性交するつもりだったけど、私は安全です。
judyasssaved3,Too bad. You won't get my ass that easily today.,Ooohhh... I thought we were going to do it.,残念だけど…そう簡単には私のことは手に入らないよ。
judyasssaved4,Thank God! I couldn't take another pounding after last time.,I was already lubricating my butt hole but never mind.,ありがたいことに、私のお尻は今、これ以上のドキドキに耐えることができません。
judygotcloths1,That’s much better. I got some of my cloths back.,(Sighs....) I got some of my cloths back.,服をいくつか返してもらいました。
judygotcloths2,Too bad for you. I got some of my cloths back.,Too bad for you. I got some of my cloths back.,服をいくつか返してもらいました。
judygotcloths3,"You will have to work harder to get my ass. I buy back some of my cloths, thank you.","You will have to work harder to get my ass. I buy back some of my cloths, thank you.",服をいくつか返してもらいました。
judygotcloths4,Good! I got some of my cloths back. It will buy me more time in case you win again.,Ugh.... I thought you were taking it seriously. Anyway I’m taking some of my cloths.,服をいくつか返してもらいました。
judyassfuck1,Oh dear... Let's go to an alley near my house. I don't  want anyone to see me doing this. Please go slow. It's my first time.,Okay.... remember you promised it's free. Let's go to an alley near my house. Please be gentle it's my first time doing it.,ああ、家の近くの路地に行きましょう。これをしているところを誰にも見られたくないのですが、初めてなのでゆっくりしてください。
judyassfuck2,Darn it! I got too greedy there. Let's go to an alley near my house. Please be gentle or you will end up ripping it apart.,"I lost today! Well, even if you charged me I still wanna get my ass screwed. But first, let's to the alley near my house.",しまった！欲張りすぎた。まあ、約束通り、家の近くの路地に行こう。初めてだからゆっくり行きましょう。
judyassfuck3,"You won, great! Now let's get to our usual place and treat your cock with my ass.","Oh! You have won after a long time. As reward, I'm gonna let you ram my ass for whole day.",勝ったよ！良かった！さあ、いつもの場所に戻りましょう。
judyassfuck4,Owww..... It's gonna hurt a lot after this. I won't be able to sit properly. Alright... Let's get to that alley.,You won again! We fucked all day yesterday. My ass is sore. Fuck it! I don't care if it's destroyed let's go...,ああ、とても痛くなりそうだが、選択の余地がない。あの路地に行こう。
judybetsomething1,No more cloths to bet. How do I say it... I would like to bet my ass for some money.,I don't have any cloths so betting my ass for some money.,賭ける布はもうありません。うーん...何と言いますか...お金のために自分の尻を賭けたいと思います。
judybetsomething2,I'm betting some of my cloths for some money.,I'm betting some of my cloths for some money.,私は自分の服をお金に賭けています。
judywongame1,I’m sorry but it looks like you are the one who have to walk home naked. Better luck next time!,Oh! How terrible! I just get to watch you walking home naked.,申し訳ありませんが、あなたは裸で帰らなければならないようです。
judywongame2,Sorry... but rules are rules. You have walk home naked again. Good luck!,What! How did I win? Well... by the rules you have to walk home naked. Sorry!,申し訳ありませんが、ルールはルールです。また裸で歩いて帰らなければなりません。幸運を！
judywongame3,"Oh... sorry, you wont get to fuck my ass this time. Better luck next time!",Sorry! You won't get to fuck my ass today! Better luck next time!,ああ...ごめんなさい、今回は私のお尻を犯すことはできません。次回は幸運を祈ります！
judywongame4,Thank God! My ass would have surely ripped if you got to fuck it today. Better luck next time!,Thank God! I couldn't take another pounding today. Cheer up! We can play again next time.,ああ、助かった！もし今日ヤラれたら、私の尻は確実に裂けていただろう。次回は幸運を祈ります！
judysawnaked1,"Come on, you have bet you cloths. Oh my! I mistook it for you wallet. It's big and hard.",Oh my! I haven't seen that big cock in my life. I don't how it's going to fit in my pussy let alone my ass.,さあ、布を賭けたでしょう。あら...あら...！あなたの財布と間違えました。 
judysawnaked2,You can keep your underwear. Your things distracts me over thought of how I'm gonna get that thing inside.,"The thought of getting it inside me is distracting me. Please, can you wear your underpants?",下着はそのまま保管できます。あなたのものが気になって、どうやってそれを中に入れるか考えてしまいます。
judysawnaked3,Time to sell your cloths. Oh! Can’t believe it used to scare me. But I don’t have to worry about it if I win again.,I won so many times but never got to have your cock inside me. Please try harder to get back your cloths.,服を売る時期です。はい、勝利に近づいています。
judysawnaked4,Oh my.... look how excited you are to fuck my ass. I’ll hang on to your cloths if you lose.,"Oh my! Look how excited you are to fuck my ass again. Hang in there little buddy, I will take good care of you.",あれを見てください。前回は私の尻を破壊するところでした。
judysawnaked5,Look at that thing. It almost destroyed my ass last time.,Oh my... Is it.... grown is size? It's looking bigger than last time.,あれを見てください。前回は私の尻を破壊するところでした。
judyplayerfold1,You fold! Don't be discouraged! You will get better card next time. Hehe...,You fold! Don't be discouraged! You will get better card next time. Hehe...,あなたはフォールドします!落胆しないでください!次回はもっと良いカードが手に入るでしょう。 ふふ…
judyplayerfold2,You fold! Looks like you lost your will to fuck me.,You fold! Looks like you lost your will to fuck me.,あなたは折ります！あなたは私とセックスする気力を失ったようです。
judyplayerfold3,"You fold! Okay, that buys me some more time.","You fold! Okay, that buys me some more time.",あなたは降ります!よし、これでもう少し時間が稼げる。
judygamefold1,I don’t have good cards this time so you win.,I don’t have good cards this time so you win.,今回は良いカードがないのであなたの勝ちです。
judygamefold2,I got a feeling you have cards than me so I fold.,I got a feeling you have cards than me so I fold.,今回は良いカードがないのであなたの勝ちです。
judygamefold3,I don’t even got a pair this time. That’s how terrible cards I have.,I don’t even got a pair this time. That’s how terrible cards I have.,今回は良いカードがないのであなたの勝ちです。
judyherhand0,I have highest number card.,I have highest number card.,私は一番高い番号のカードを持っています。
judyherhand1,I have a pair. So I win.,I have a pair. So I win.,私はペアを持っているので、私の勝ちです。
judyherhand2,I got two pairs. Better hand than yours.,I got two pairs. Better hand than yours.,2ペア手に入れました。あなたの手よりも優れています。
judyherhand3,I have 3 same cards in current hand.,I have 3 same cards in current hand.,現在手札に同じカードが3枚あります。
judyherhand4,I have better straight card.,I have better straight card.,私はストレートを持っているので勝ちました。
judyherhand5,"Look, I got cards from same suits.","Look, I got cards from same suits.",見てください、同じスーツのカードが出てきました。
judyherhand6,I have full house. You lost.,I have full house. You lost.,満員御礼です。あなたが負けた。
judyherhand7,I got four of a kind. You chances were minimum.,I got four of a kind. You chances were minimum.,フォー・オブ・アカインドを獲得しました。チャンスは最小限でした。
judyherhand8,I have a straight flush. A lot better hand.,I have a straight flush. A lot better hand.,私はストレートフラッシュです。かなり良い手です。
judyherhand9,I have a royal flush. The only way you could have won is if you had ‘Butt Queen’ card.,I have a royal flush. The only way you could have won is if you had ‘Butt Queen’ card.,ロイヤルフラッシュを持っています。あなたが勝つ唯一の方法は、「バットクイーン」カードを持っていた場合です。
judyherhand99,I got ‘Butt Queen’ card. It was hard to keep a poker face with that.,I got ‘Butt Queen’ card. It was hard to keep a poker face with that.,「バットクイーン」のカードを手に入れました。それでポーカーフェイスを保つのは大変でした。
judyyourhand0,You have highest number card.,You have highest number card.,
judyyourhand1,You have a pair.,You have a pair.,
judyyourhand2,You have two pairs.,You have two pairs.,
judyyourhand3,You have three of a kind.,You have three of a kind.,
judyyourhand4,You have a straight.,You have a straight.,
judyyourhand5,You have a flush.,You have a flush.,
judyyourhand6,You have a full house.,You have a full house.,
judyyourhand7,You have four of a kind.,You have four of a kind.,
judyyourhand8,You have a straight flush.,You have a straight flush.,
judyyourhand9,You have a royal flush. Wish I had ‘Butt Queen’ card.,You have a royal flush. Wish I had ‘Butt Queen’ card.,
judyyourhand99,What? You got ‘Butt Queen’ card. Lucky you.,What? You got ‘Butt Queen’ card. Lucky you.,
judyremainingcard,Let’s see our remaining cards.,Let’s see our remaining cards.,
judycardchange,Alright... let’s change our cards.,Alright... let’s change our cards.,
judycardchange0,I don’t have to change any cards. You better fold now.,I don’t have to change any cards. You better fold now.,
judycardchange1,Changing only one card this time.,Changing only one card this time.,
judycardchange2,I’m changing two cards this time. Hope I get better cards.,I’m changing two cards this time. Hope I get better cards.,
judycardchange3,I’m replacing three cards.,I’m replacing three cards.,
judycardchange4,Changing four cards. I’m not confident with current hand.,Changing four cards. I’m not confident with current hand.,
judycardchange5,Oh my... what terrible cards I have got this time. I’m replacing them all.,Oh my... what terrible cards I have got this time. I’m replacing them all.,
judycardshowtime,My heart is pounding. Let’s see what we got.,My heart is pounding. Let’s see what we got.,
athenewintro1,"Hey, where do you think you are going mister? Where is your share of rent for this month? I want it right now.","Hey, where is your rent for this month? I bet you don't have any money because you were busy fucking your sluts.",
athenewintro2,"I have already given it to the owner. Hmm... Athena, do you wanna play a little game?","I have already paid it. On the topic of sluts, do you wanna be on- I mean... you wanna play a little game?",
athenewintro3,Huh! A game? Out with it already. I've to go to my part time job.,Huh! A game? Do I get anything if I won?,
athenewintro4,"It's for my show called 'Butt Sex Poker', If you able to beat me you get  1000 coins.","Yes, you will get 1000 coins if you beat me in my show. It's little game of poker.",
athenewintro5,"But... If I beat you, I get to fuck you ass anywhere in town and you have to walk home naked.","Oh.. yes.. one important thing. If I beat you, I will fuck you anywhere in the town and you have to walk home naked.",
athenewintro6,You fuc- I mean I get 1000 coin? Okay I think I can spare a few minutes for that. Let's play.,It's not fair if you fuck me and make me walk home naked. But... I still wanna participate. Let's begin!,
athewonintro1,Good morning! I still have 10 minutes before go to my job. Do you wanna play that game again?,Good morning! I dream you won this time and fucked my ass. Wanna see if that comes true?,
athewonintro2,Sorry! But I rarely feature a girl again who have already appeared on show.,No! We don't repeat our participants. So I have to decline.,
athewonintro3,Come on! Who know... Maybe you will win this time and get to fuck me. I promise mine is better than that girl.,"Please, why don't you give it another try? I will pay your next month's rent if you let me participate.",
athewonintro4,Will your boyfriend be okay with that? Fuck it! Why do I care.... Let's begin!,You don't have to but I really wanna fuck your ass now. Let's begin!,
athewonexintro1,Oh... you didn't go to your job today.... So what did you buy from the money you won.,"Hey, you are home today? Aren't you supposed to be at your part time job right now?",
athewonexintro2,I’m saving it for the future. By the way I have a little gift for you. You will get it if you are able to beat me.,I will but I wanna play poker with you right now. I got a gift for you which you will get if you manage to beat me.,
athewonexintro3,Now that’s something. Not only I fuck your ass I get a gift for it. Sweet! I’m in. Let’s play!,Why not! I get a gift to fuck your ass. Let's play right now.,
athelostintro1,"Are you going somewhere? If you are free, would you like to have lunch with me in the park?","Are you going somewhere? If you are free, would you like to fuck me?",
athelostintro2,Sorry! It's time for my game show. I gotta look for next participant.,Sorry! I have to go find new champions for my boss. After that I gotta make another episode of my show.,
athelostintro3,Ohhh... In that case... Let me be in your show once again. Pretty please! ,Oh.. then how about you do your new episode now? I'm ready to participate.,
athelostintro4,"Well, fans are eager to see you again on the show. They say you remind them of a girl in an erotic manga. So, yes!",Well you have the most votes in the poll the I don't see a problem there. I'm dealing cards now.,
athenaassfuck1,I lost. No big deal. I have done it a lot of times with my boyfriend. Let's go to my workplace. You can fuck me while I work.,I lost. Umm.... it was my fantasy to get fucked by someone. I happy you are helping me making it true.,
athenaassfuck2,"Well, I knew this day would come. Let's go to my work. You can pound my ass there while I try to get some work done.",Oh... this is so weird. It's funny we sleep on same bed but never had sex with each other. Let's go to my workplace.,
athenaassfuck3,You like that manga named 'Underblow'. Here's new chapter of it. You can read it while thrusting my butt.,Here... I have bought you copy of this mange. You can read it while you fuck me at my work.,
athenaassfuck4,Yess...! I mean... Oh no! You are going to disturb me at work by fucking my ass.,I happy we are having lots of sex after that day. My boss would be mad again but it's alright.,
athenawongame1,"Wow! I wasn’t expecting me to win. As promised, you will walk home from my work with me.","Hehe... you lost. Don't worry, I will cover you while you walk home without cloths.",
athenawongame2,Looks like someone is going to be in problem with police lady again for walking around naked.,You lost! You better hide your thing inside my ass while you walk home. It was difficult to convince that police lady.,
athenawongame3,"Here, take this. You will be walking home wearing this.",Here! Wear these! You will look cool if walk home like this.,
athenawongame4,Oh... don't worry! There! I'm naked too. Let's walk home together.,Oh! Don't worry... I will accompany you along the way.,
athensawnaked1,Oh! I'm... impressed. You junk is big but it's nothing compare to my boyfriend.,Oh! I have only seen it when you were fucking Reiko. Now I can clearly see how actually big it is.,
athensawnaked2,(Getting horny...) Haaaaa...... Ummm.... let's finish it early so we can.... do our work.,Just looking at it is making me horny. I might lose on purpose.,
athensawnaked3,Stay still like that for a while. I wanna make a drawing of you.,I will take picture of you like this. Who knows... I may use it in one my manga.,
athensawnaked4,Look how much you are aroused. You can’t deny that your wanna fuck me again.,Come on! Try harder! I know you wanna fuck me again.,
athensawnaked5,.......! Huh.... I was thinking of something. (To self...) Hang in there I will take good care of you.,.........! I don't want you to lose at any cost.,
athenasssaved1,To bad... I wanted to see if yours does better job that my boyfriend.,To bad... I really wanted you to fuck me.,
athenasssaved2,Bad luck! You won’t be able to experience my ass today.,Looks like I won't be getting my ass fucked today.,
athenasssaved3,You were almost there. But you have try harder.,"Come on, you are almost there. Just beat me this once and my ass is all yours.",
athenasssaved4,Oh! That was close...                       (Talking to self...) Don't you wanna fuck my ass again?,Please don't lose focus! You gotta win to fuck me.,
athengotclothes1,I got my cloths back.,I got my cloths back.,
athengotclothes2,I thought being naked would motivate you more.,I thought being naked would motivate you more.,
athengotclothes3,You are not trying hard enough. Don’t you wanna get your special gift?,You are not trying hard enough. Don’t you wanna get your special gift?,
athengotclothes4,(Sigh....) I got my cloth back.,(Sigh....) I got my cloth back.,
athenashowtime,Let’s show our cards and see who wins.,Let’s show our cards and see who wins.,
athencardchange,Let’s change our useless cards.,Let’s change our useless cards.,
athenremaincard,I wanna see what are the other cards before I decide anything.,I wanna see what are the other cards before I decide anything.,
athenbetsomething1,I don’t have anything to bet. How about my ass? I can bet is right?,I wanna bet my ass for some money.,
athenbetsomething2,I’m betting some of my cloths.,I’m betting some of my cloths.,私は自分の服をお金に賭けています。
athenfoldgame1,I’m letting you win this one. Don’t get cocky.,I’m letting you win this one. Keep up the good work!,
athenfoldgame2,Fuck! My cards are terrible. I fold.,My cards were alright but I fold!,
athenfoldgame3,Okay.... I fold. I don’t think I will win with these cards.,Okay.... I fold. I don’t think I will win with these cards.,
athenfoldgame4,I have a gut feeling you have better cards than me.,I have a gut feeling you have better cards than me.,
athenplayerfold1,You fold? What! Things getting hard for you.,You fold? Why? I was gonna fold at the last moment.,
athenplayerfold2,What? Why did you fold? ,What? Why did you fold? ,
athenplayerfold3,You fold! You must not have good cards this time.,You fold! You must not have good cards this time.,
suziintro1,Hey! You can't display a hard cock like this. It should be inside a girl's ass or pussy all the time when you  are in public.,"Hey! You can't show your hard cock like this in public. Come here, let me take care of it.",
suziintro2,"You have to come with me to the police station. Wait... aren't you? Yes, you are that guy from 'Butt Sex Poker'.",We can't do this here. Come with me at the police station. We will do it in the jail.,
suziintro3,No wonder you were walking like this in the public. Do you remember the woman you fucked in an alley?,"Wait... I have seen you somewhere... Yes, you are that guy from 'Butt Sex Poker'. No wonder you were walking naked like this.",
suziintro4,She is my sister-in-law. That woman is cheating on my brother. She appeared on the show many times and lose on purpose-,Do you remember the girl you fucked in an alley? She my sister-in-law. She brags about getting fucked by you all the time.,
suziintro5,Just to get her ass fucked by you. I'm gonna teach you a lesson for messing up with my family.,Please let me participate in your game. You even fucked my niece. It's only fair if you fuck me to complete the family.,
suziintro6,Wait... how about we settle it with a poker game? If you win you get 1000 coins and do whatever you want to do with me. But...,"Okay.. I believe you know the rules of the game, right?",
suziintro7,If you win you will fuck me in the ass. I know. I have watched all of your episodes. I'm actually your big fan.,"Yeah, I must lose to get my ass fucked. I know. I've have watched your show since the beginning.",
suziintro8,"Well, I'm already off duty so okay. But beware... I was known as 'Poker Queen'. Don't cry if I destroy you.","I'm already off duty, so we can play right here.",
suziwonintro1,"Hello, officer. I suppose you are off duty now.","Hello, officer. Wanna play poker again?",
suziwonintro2,"Oh, it's you. Yeah I just got off duty. What? Here to take your revenge. Let's play then.","Oh, it's you. I'm sorry my poker queen instinct kicked in and I won that game. I promise I will go easy this time.",
